"ensembl_id","ensembl_gene_id","gene_name","gene_biotype","entrezid","description"
"ENSDARG00000114558","ENSDARG00000114558","si:dkey-233e3.3","protein_coding",NA,"si:dkey-233e3.3 [Source:ZFIN;Acc:ZDB-GENE-110914-41]"
"ENSDARG00000114567","ENSDARG00000114567","BX323555.4","protein_coding",NA,"NULL"
"ENSDARG00000114572","ENSDARG00000114572","asb18","protein_coding",792746,"ankyrin repeat and SOCS box containing 18 [Source:ZFIN;Acc:ZDB-GENE-090313-391]"
"ENSDARG00000114574","ENSDARG00000114574","CT025887.1","protein_coding",110440185,"uncharacterized LOC110440185 [Source:NCBI gene;Acc:110440185]"
"ENSDARG00000114577","ENSDARG00000114577","si:dkey-159n16.2","protein_coding",108183819,"si:dkey-159n16.2 [Source:ZFIN;Acc:ZDB-GENE-131121-650]"
"ENSDARG00000114583","ENSDARG00000114583","BX890543.1","protein_coding",NA,"NULL"
"ENSDARG00000114586","ENSDARG00000114586","pimr82","protein_coding",NA,"Pim proto-oncogene, serine/threonine kinase, related 82 [Source:ZFIN;Acc:ZDB-GENE-060503-306]"
"ENSDARG00000114588","ENSDARG00000114588","AL627164.1","protein_coding",NA,"NULL"
"ENSDARG00000114589","ENSDARG00000114589","jam3a","protein_coding",797651,"junctional adhesion molecule 3a [Source:ZFIN;Acc:ZDB-GENE-070424-177]"
"ENSDARG00000114602","ENSDARG00000114602","zgc:77614","protein_coding",100002202,"zgc:77614 [Source:ZFIN;Acc:ZDB-GENE-040426-1844]"
"ENSDARG00000114616","ENSDARG00000114616","FP085421.1","protein_coding",NA,"NULL"
"ENSDARG00000114645","ENSDARG00000114645","BX942815.1","protein_coding",NA,"NULL"
"ENSDARG00000114646","ENSDARG00000114646","znf1021","protein_coding",NA,"zinc finger protein 1021 [Source:ZFIN;Acc:ZDB-GENE-110913-143]"
"ENSDARG00000114649","ENSDARG00000114649","LO018106.1","protein_coding",NA,"NULL"
"ENSDARG00000114661","ENSDARG00000114661","BX321875.4","protein_coding",NA,"NULL"
"ENSDARG00000114670","ENSDARG00000114670","ube2c","protein_coding",566441,"ubiquitin-conjugating enzyme E2C [Source:ZFIN;Acc:ZDB-GENE-051030-48]"
"ENSDARG00000114675","ENSDARG00000114675","BX324233.1","protein_coding",NA,"NULL"
"ENSDARG00000114676","ENSDARG00000114676","BX908797.1","protein_coding",NA,"NULL"
"ENSDARG00000114678","ENSDARG00000114678","BX248410.3","protein_coding",NA,"NULL"
"ENSDARG00000114691","ENSDARG00000114691","pimr58","protein_coding",NA,"Pim proto-oncogene, serine/threonine kinase, related 58 [Source:ZFIN;Acc:ZDB-GENE-060526-96]"
"ENSDARG00000114695","ENSDARG00000114695","hmox2a","protein_coding",100002875,"heme oxygenase 2a [Source:ZFIN;Acc:ZDB-GENE-040914-13]"
"ENSDARG00000114696","ENSDARG00000114696","BX537118.1","protein_coding",NA,"NULL"
"ENSDARG00000114697","ENSDARG00000114697","CABZ01067557.1","protein_coding",100536316,"cyclin-dependent kinase 16-like [Source:NCBI gene;Acc:100536316]"
"ENSDARG00000114704","ENSDARG00000114704","FP016205.1","protein_coding",570693,"potassium channel tetramerization domain containing 20 [Source:NCBI gene;Acc:570693]"
"ENSDARG00000114708","ENSDARG00000114708","taar19i","protein_coding",108191522,"trace amine associated receptor 19i [Source:ZFIN;Acc:ZDB-GENE-060413-15]"
"ENSDARG00000114711","ENSDARG00000114711","BX324142.1","protein_coding",101884110,"proline-rich receptor-like protein kinase PERK8 [Source:NCBI gene;Acc:101884110]"
"ENSDARG00000114715","ENSDARG00000114715","CU570893.1","protein_coding",NA,"NULL"
"ENSDARG00000114716","ENSDARG00000114716","znf1117","protein_coding",565962,"zinc finger protein 1117 [Source:ZFIN;Acc:ZDB-GENE-110914-52]"
"ENSDARG00000114718","ENSDARG00000114718","taar20p","protein_coding",NA,"trace amine associated receptor 20p [Source:ZFIN;Acc:ZDB-GENE-091116-89]"
"ENSDARG00000114719","ENSDARG00000114719","CABZ01068246.1","protein_coding",NA,"NULL"
"ENSDARG00000114721","ENSDARG00000114721","CT573356.2","protein_coding",NA,"NULL"
"ENSDARG00000114738","ENSDARG00000114738","zgc:77614","protein_coding",100006889,"zgc:77614 [Source:ZFIN;Acc:ZDB-GENE-040426-1844]"
"ENSDARG00000114741","ENSDARG00000114741","CABZ01008739.1","protein_coding",NA,"NULL"
"ENSDARG00000114742","ENSDARG00000114742","CABZ01072083.2","protein_coding",570815,"dual specificity phosphatase 26 [Source:NCBI gene;Acc:570815]"
"ENSDARG00000114743","ENSDARG00000114743","si:dkey-11d20.1","protein_coding",NA,"si:dkey-11d20.1 [Source:ZFIN;Acc:ZDB-GENE-070705-291]"
"ENSDARG00000114744","ENSDARG00000114744","pimr92","protein_coding",NA,"Pim proto-oncogene, serine/threonine kinase, related 92 [Source:ZFIN;Acc:ZDB-GENE-060503-531]"
"ENSDARG00000114760","ENSDARG00000114760","asip2b","protein_coding",796595,"agouti signaling protein, nonagouti homolog (mouse) 2b [Source:ZFIN;Acc:ZDB-GENE-150212-1]"
"ENSDARG00000114762","ENSDARG00000114762","CABZ01084131.1","protein_coding",NA,"NULL"
"ENSDARG00000114766","ENSDARG00000114766","CU928847.1","protein_coding",NA,"NULL"
"ENSDARG00000114779","ENSDARG00000114779","CT583728.19","protein_coding",NA,"NULL"
"ENSDARG00000114783","ENSDARG00000114783","znf985","protein_coding",NA,"zinc finger protein 985 [Source:ZFIN;Acc:ZDB-GENE-110914-127]"
"ENSDARG00000114796","ENSDARG00000114796","JMY","protein_coding",NA,"junction mediating and regulatory protein, p53 cofactor [Source:HGNC Symbol;Acc:HGNC:28916]"
"ENSDARG00000114797","ENSDARG00000114797","rab3b","protein_coding",557482,"RAB3B, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-050208-660]"
"ENSDARG00000114798","ENSDARG00000114798","CABZ01032906.1","protein_coding",793043,"extracellular calcium-sensing receptor-like [Source:NCBI gene;Acc:793043]"
"ENSDARG00000114800","ENSDARG00000114800","taar19a","protein_coding",108191523,"trace amine associated receptor 19a [Source:ZFIN;Acc:ZDB-GENE-100519-3]"
"ENSDARG00000114801","ENSDARG00000114801","CT867973.1","TR_J_gene",NA,"NULL"
"ENSDARG00000114803","ENSDARG00000114803","LO018106.2","protein_coding",NA,"NULL"
"ENSDARG00000114805","ENSDARG00000114805","CU469530.2","protein_coding",100150236,"uncharacterized LOC100150236 [Source:NCBI gene;Acc:100150236]"
"ENSDARG00000114812","ENSDARG00000114812","BX294661.2","protein_coding",NA,"NULL"
"ENSDARG00000114814","ENSDARG00000114814","dicp1.1","protein_coding",NA,"diverse immunoglobulin domain-containing protein 1.1 [Source:ZFIN;Acc:ZDB-GENE-120305-1]"
"ENSDARG00000114818","ENSDARG00000114818","CU633479.5","protein_coding",NA,"NULL"
"ENSDARG00000114819","ENSDARG00000114819","ighv8-3","protein_coding",NA,"immunoglobulin heavy variable 8-3 [Source:ZFIN;Acc:ZDB-GENE-040514-28]"
"ENSDARG00000114823","ENSDARG00000114823","LO018148.1","protein_coding",NA,"NULL"
"ENSDARG00000114825","ENSDARG00000114825","CABZ01077124.1","protein_coding",100329632,"scavenger receptor class F, member 2 [Source:NCBI gene;Acc:100329632]"
"ENSDARG00000114833","ENSDARG00000114833","CR749777.1","protein_coding",NA,"NULL"
"ENSDARG00000114843","ENSDARG00000114843","CR450805.1","protein_coding",c(797120, 796922),"serine/threonine-protein kinase pim-1-like [Source:NCBI gene;Acc:797120]"
"ENSDARG00000114852","ENSDARG00000114852","CR974456.1","protein_coding",NA,"NULL"
"ENSDARG00000114861","ENSDARG00000114861","si:dkey-31m5.5","protein_coding",NA,"si:dkey-31m5.5 [Source:ZFIN;Acc:ZDB-GENE-070912-517]"
"ENSDARG00000114865","ENSDARG00000114865","zgc:77614","protein_coding",100535555,"zgc:77614 [Source:ZFIN;Acc:ZDB-GENE-040426-1844]"
"ENSDARG00000114870","ENSDARG00000114870","CABZ01078594.1","protein_coding",NA,"NULL"
"ENSDARG00000114874","ENSDARG00000114874","FP236318.2","protein_coding",NA,"NULL"
"ENSDARG00000114883","ENSDARG00000114883","CU655961.4","protein_coding",NA,"NULL"
"ENSDARG00000114885","ENSDARG00000114885","PXMP4","protein_coding",566065,"peroxisomal membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:15920]"
"ENSDARG00000114893","ENSDARG00000114893","znf1038","protein_coding",NA,"zinc finger protein 1038 [Source:ZFIN;Acc:ZDB-GENE-110914-24]"
"ENSDARG00000114894","ENSDARG00000114894","znf1026","protein_coding",NA,"zinc finger protein 1026 [Source:ZFIN;Acc:ZDB-GENE-110913-157]"
"ENSDARG00000114895","ENSDARG00000114895","si:ch211-113a14.22","protein_coding",560748,"si:ch211-113a14.22 [Source:ZFIN;Acc:ZDB-GENE-121214-203]"
"ENSDARG00000114906","ENSDARG00000114906","taar20r","protein_coding",100150617,"trace amine associated receptor 20r [Source:ZFIN;Acc:ZDB-GENE-060413-21]"
"ENSDARG00000114907","ENSDARG00000114907","tradv11.0.3","TR_V_gene",NA,"T-cell receptor alpha/delta variable 11.0.3 [Source:ZFIN;Acc:ZDB-GENE-170601-148]"
"ENSDARG00000114908","ENSDARG00000114908","znf1089","protein_coding",NA,"zinc finger protein 1089 [Source:ZFIN;Acc:ZDB-GENE-110913-116]"
"ENSDARG00000114910","ENSDARG00000114910","FO704772.1","pseudogene",NA,"NULL"
"ENSDARG00000114913","ENSDARG00000114913","CT027677.1","protein_coding",NA,"NULL"
"ENSDARG00000114919","ENSDARG00000114919","BX649508.2","protein_coding",NA,"NULL"
"ENSDARG00000114920","ENSDARG00000114920","TTC28","protein_coding",100331958,"tetratricopeptide repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29179]"
"ENSDARG00000114922","ENSDARG00000114922","CU855895.2","protein_coding",NA,"NULL"
"ENSDARG00000114935","ENSDARG00000114935","si:dkeyp-53e4.4","protein_coding",NA,"si:dkeyp-53e4.4 [Source:ZFIN;Acc:ZDB-GENE-110913-37]"
"ENSDARG00000114937","ENSDARG00000114937","CABZ01073033.1","protein_coding",NA,"NULL"
"ENSDARG00000114948","ENSDARG00000114948","zgc:194551","protein_coding",NA,"zgc:194551 [Source:ZFIN;Acc:ZDB-GENE-030131-4878]"
"ENSDARG00000114949","ENSDARG00000114949","zgc:77614","protein_coding",100536964,"zgc:77614 [Source:ZFIN;Acc:ZDB-GENE-040426-1844]"
"ENSDARG00000114958","ENSDARG00000114958","zp3","protein_coding",30594,"zona pellucida glycoprotein 3 [Source:ZFIN;Acc:ZDB-GENE-991129-7]"
"ENSDARG00000114963","ENSDARG00000114963","BX901962.4","protein_coding",NA,"NULL"
"ENSDARG00000114964","ENSDARG00000114964","pimr80","protein_coding",NA,"Pim proto-oncogene, serine/threonine kinase, related 80 [Source:ZFIN;Acc:ZDB-GENE-060503-402]"
"ENSDARG00000114965","ENSDARG00000114965","pimr166","protein_coding",NA,"Pim proto-oncogene, serine/threonine kinase, related 166 [Source:ZFIN;Acc:ZDB-GENE-070424-73]"
"ENSDARG00000114976","ENSDARG00000114976","CABZ01065416.1","protein_coding",NA,"NULL"
"ENSDARG00000114981","ENSDARG00000114981","AL845320.2","protein_coding",NA,"NULL"
"ENSDARG00000114984","ENSDARG00000114984","si:dkey-234i14.13","protein_coding",NA,"si:dkey-234i14.13 [Source:ZFIN;Acc:ZDB-GENE-131121-140]"
"ENSDARG00000114991","ENSDARG00000114991","tmem14cb","protein_coding",447871,"transmembrane protein 14Cb [Source:ZFIN;Acc:ZDB-GENE-040912-34]"
"ENSDARG00000114992","ENSDARG00000114992","BX769173.3","protein_coding",567166,"finTRIM family, member 42 [Source:NCBI gene;Acc:567166]"
"ENSDARG00000115005","ENSDARG00000115005","CABZ01075628.1","protein_coding",NA,"NULL"
"ENSDARG00000115013","ENSDARG00000115013","LO017845.1","protein_coding",NA,"NULL"
"ENSDARG00000115015","ENSDARG00000115015","PSTK","protein_coding",103911967,"phosphoseryl-tRNA kinase [Source:HGNC Symbol;Acc:HGNC:28578]"
"ENSDARG00000115017","ENSDARG00000115017","znf1033","protein_coding",NA,"zinc finger protein 1033 [Source:ZFIN;Acc:ZDB-GENE-110914-25]"
"ENSDARG00000115029","ENSDARG00000115029","si:dkeyp-123a12.2","protein_coding",562736,"si:dkeyp-123a12.2 [Source:ZFIN;Acc:ZDB-GENE-041210-271]"
"ENSDARG00000115038","ENSDARG00000115038","si:dkey-4c23.5","protein_coding",NA,"si:dkey-4c23.5 [Source:ZFIN;Acc:ZDB-GENE-050208-349]"
"ENSDARG00000115041","ENSDARG00000115041","ftr50","protein_coding",100137114,"finTRIM family, member 50 [Source:ZFIN;Acc:ZDB-GENE-080215-17]"
"ENSDARG00000115053","ENSDARG00000115053","AL935292.1","protein_coding",NA,"NULL"
"ENSDARG00000115054","ENSDARG00000115054","hist1h4l","protein_coding",c(100331412, 100150038, 100126027, 794549, 560380),"histone 1, H4, like [Source:ZFIN;Acc:ZDB-GENE-070927-10]"
"ENSDARG00000115056","ENSDARG00000115056","pimr192","protein_coding",100330229,"Pim proto-oncogene, serine/threonine kinase, related 192 [Source:ZFIN;Acc:ZDB-GENE-141216-139]"
"ENSDARG00000115066","ENSDARG00000115066","si:dkey-65b13.8","protein_coding",561480,"si:dkey-65b13.8 [Source:ZFIN;Acc:ZDB-GENE-041014-336]"
"ENSDARG00000115070","ENSDARG00000115070","si:dkeyp-74b6.2","protein_coding",560359,"si:dkeyp-74b6.2 [Source:ZFIN;Acc:ZDB-GENE-160113-86]"
"ENSDARG00000115079","ENSDARG00000115079","zgc:174353","protein_coding",795394,"zgc:174353 [Source:ZFIN;Acc:ZDB-GENE-071004-121]"
"ENSDARG00000115082","ENSDARG00000115082","CABZ01057928.1","protein_coding",101882228,"protein diaphanous homolog 1-like [Source:NCBI gene;Acc:101882228]"
"ENSDARG00000115094","ENSDARG00000115094","CABZ01087415.1","protein_coding",503914,"si:ch211-266c8.2 [Source:NCBI gene;Acc:503914]"
"ENSDARG00000115096","ENSDARG00000115096","FO704836.1","protein_coding",NA,"NULL"
"ENSDARG00000115101","ENSDARG00000115101","LO017714.1","protein_coding",NA,"NULL"
"ENSDARG00000115106","ENSDARG00000115106","si:dkey-33c12.12","protein_coding",797876,"si:dkey-33c12.12 [Source:ZFIN;Acc:ZDB-GENE-081028-30]"
"ENSDARG00000115108","ENSDARG00000115108","si:dkeyp-46h3.1","protein_coding",100317613,"si:dkeyp-46h3.1 [Source:ZFIN;Acc:ZDB-GENE-060503-559]"
"ENSDARG00000115120","ENSDARG00000115120","si:dkey-112g5.12","protein_coding",NA,"si:dkey-112g5.12 [Source:ZFIN;Acc:ZDB-GENE-081028-32]"
"ENSDARG00000115127","ENSDARG00000115127","si:dkey-199f5.7","protein_coding",100006761,"si:dkey-199f5.7 [Source:ZFIN;Acc:ZDB-GENE-100922-57]"
"ENSDARG00000115129","ENSDARG00000115129","AL935174.3","protein_coding",NA,"NULL"
"ENSDARG00000115136","ENSDARG00000115136","senp7a","protein_coding",NA,"SUMO specific peptidase 7a [Source:ZFIN;Acc:ZDB-GENE-070912-344]"
"ENSDARG00000115144","ENSDARG00000115144","nitr1b","protein_coding",170995,"novel immune-type receptor 1b [Source:ZFIN;Acc:ZDB-GENE-020225-16]"
"ENSDARG00000115145","ENSDARG00000115145","BX901889.5","protein_coding",NA,"NULL"
"ENSDARG00000115153","ENSDARG00000115153","LO018020.2","protein_coding",795264,"uncharacterized LOC795264 [Source:NCBI gene;Acc:795264]"
"ENSDARG00000115164","ENSDARG00000115164","CABZ01059407.1","protein_coding",NA,"NULL"
"ENSDARG00000115173","ENSDARG00000115173","BX000364.3","protein_coding",NA,"NULL"
"ENSDARG00000115174","ENSDARG00000115174","im:6904045","protein_coding",552994,"im:6904045 [Source:ZFIN;Acc:ZDB-GENE-050506-75]"
"ENSDARG00000115178","ENSDARG00000115178","si:dkey-15b23.3","protein_coding",NA,"si:dkey-15b23.3 [Source:ZFIN;Acc:ZDB-GENE-141216-304]"
"ENSDARG00000115189","ENSDARG00000115189","LO017791.1","protein_coding",110440145,"urotensin-2 receptor-like [Source:NCBI gene;Acc:110440145]"
"ENSDARG00000115195","ENSDARG00000115195","FO203432.1","protein_coding",NA,"NULL"
"ENSDARG00000115199","ENSDARG00000115199","dicp1.3-4","protein_coding",100884150,"diverse immunoglobulin domain-containing protein 1.3-4 [Source:ZFIN;Acc:ZDB-GENE-120305-3]"
"ENSDARG00000115205","ENSDARG00000115205","zgc:171445","protein_coding",793035,"zgc:171445 [Source:ZFIN;Acc:ZDB-GENE-080205-2]"
"ENSDARG00000115208","ENSDARG00000115208","LO018680.1","protein_coding",NA,"NULL"
"ENSDARG00000115220","ENSDARG00000115220","BX005085.6","protein_coding",NA,"NULL"
"ENSDARG00000115222","ENSDARG00000115222","CZQB01141835.2","protein_coding",100005105,"meiosis regulator and mRNA stability factor 1 [Source:NCBI gene;Acc:100005105]"
"ENSDARG00000115238","ENSDARG00000115238","CR450720.1","protein_coding",NA,"NULL"
"ENSDARG00000115246","ENSDARG00000115246","BX927234.2","protein_coding",NA,"NULL"
"ENSDARG00000115248","ENSDARG00000115248","CDK2AP1","protein_coding",108191561,"cyclin dependent kinase 2 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:14002]"
"ENSDARG00000115257","ENSDARG00000115257","si:ch73-338o16.4","protein_coding",NA,"si:ch73-338o16.4 [Source:ZFIN;Acc:ZDB-GENE-131119-14]"
"ENSDARG00000115263","ENSDARG00000115263","si:ch211-238p8.18","protein_coding",NA,"si:ch211-238p8.18 [Source:ZFIN;Acc:ZDB-GENE-091117-19]"
"ENSDARG00000115266","ENSDARG00000115266","imp3","protein_coding",393237,"IMP3, U3 small nucleolar ribonucleoprotein, homolog (yeast) [Source:ZFIN;Acc:ZDB-GENE-040426-1062]"
"ENSDARG00000115271","ENSDARG00000115271","zgc:171772","protein_coding",572109,"zgc:171772 [Source:ZFIN;Acc:ZDB-GENE-070928-31]"
"ENSDARG00000115281","ENSDARG00000115281","hist1h4l","protein_coding",c(100331412, 100150038, 100126027, 794549),"histone 1, H4, like [Source:ZFIN;Acc:ZDB-GENE-070927-10]"
"ENSDARG00000115282","ENSDARG00000115282","tsnax","protein_coding",556657,"translin-associated factor X [Source:ZFIN;Acc:ZDB-GENE-050913-80]"
"ENSDARG00000115298","ENSDARG00000115298","zgc:174354","protein_coding",NA,"zgc:174354 [Source:ZFIN;Acc:ZDB-GENE-080218-8]"
"ENSDARG00000115299","ENSDARG00000115299","si:ch211-227e10.3","protein_coding",NA,"si:ch211-227e10.3 [Source:ZFIN;Acc:ZDB-GENE-050420-291]"
"ENSDARG00000115301","ENSDARG00000115301","lurap1","protein_coding",100126029,"leucine rich adaptor protein 1 [Source:ZFIN;Acc:ZDB-GENE-070928-35]"
"ENSDARG00000115315","ENSDARG00000115315","CU633857.1","protein_coding",100537904,"multiciliate differentiation and DNA synthesis associated cell cycle protein [Source:NCBI gene;Acc:100537904]"
"ENSDARG00000115326","ENSDARG00000115326","znf1002","protein_coding",NA,"zinc finger protein 1002 [Source:ZFIN;Acc:ZDB-GENE-050208-383]"
"ENSDARG00000115335","ENSDARG00000115335","ubald2","protein_coding",553806,"UBA-like domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-050522-185]"
"ENSDARG00000115349","ENSDARG00000115349","nat14","protein_coding",751624,"N-acetyltransferase 14 (GCN5-related, putative) [Source:ZFIN;Acc:ZDB-GENE-060825-15]"
"ENSDARG00000115359","ENSDARG00000115359","CABZ01077555.1","protein_coding",NA,"NULL"
"ENSDARG00000115365","ENSDARG00000115365","CR753816.1","protein_coding",NA,"NULL"
"ENSDARG00000115371","ENSDARG00000115371","AL928685.3","protein_coding",NA,"NULL"
"ENSDARG00000115374","ENSDARG00000115374","pimr77","protein_coding",NA,"Pim proto-oncogene, serine/threonine kinase, related 77 [Source:ZFIN;Acc:ZDB-GENE-060503-119]"
"ENSDARG00000115383","ENSDARG00000115383","gnb4b","protein_coding",492811,"guanine nucleotide binding protein (G protein), beta polypeptide 4b [Source:ZFIN;Acc:ZDB-GENE-041114-167]"
"ENSDARG00000115384","ENSDARG00000115384","CABZ01022564.1","protein_coding",108179082,"E3 ubiquitin-protein ligase RBBP6-like [Source:NCBI gene;Acc:108179082]"
"ENSDARG00000115405","ENSDARG00000115405","hbbe1.2","protein_coding",793447,"hemoglobin beta embryonic-1.2 [Source:ZFIN;Acc:ZDB-GENE-090501-3]"
"ENSDARG00000115410","ENSDARG00000115410","pimr58","protein_coding",799681,"Pim proto-oncogene, serine/threonine kinase, related 58 [Source:ZFIN;Acc:ZDB-GENE-060526-96]"
"ENSDARG00000115416","ENSDARG00000115416","BX649556.2","protein_coding",101883274,"uncharacterized LOC101883274 [Source:NCBI gene;Acc:101883274]"
"ENSDARG00000115421","ENSDARG00000115421","n6amt1","protein_coding",436775,"N-6 adenine-specific DNA methyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-040718-206]"
"ENSDARG00000115424","ENSDARG00000115424","CABZ01083778.1","protein_coding",NA,"NULL"
"ENSDARG00000115425","ENSDARG00000115425","CABZ01038524.1","protein_coding",NA,"NULL"
"ENSDARG00000115426","ENSDARG00000115426","CR925768.1","protein_coding",NA,"NULL"
"ENSDARG00000115428","ENSDARG00000115428","CABZ01101813.1","protein_coding",101882355,"transmembrane protein 43-like [Source:NCBI gene;Acc:101882355]"
"ENSDARG00000115435","ENSDARG00000115435","pimr198","protein_coding",NA,"Pim proto-oncogene, serine/threonine kinase, related 198 [Source:ZFIN;Acc:ZDB-GENE-131119-89]"
"ENSDARG00000115439","ENSDARG00000115439","BX547993.4","protein_coding",NA,"NULL"
"ENSDARG00000115456","ENSDARG00000115456","zgc:173575","protein_coding",100141356,"zgc:173575 [Source:ZFIN;Acc:ZDB-GENE-080218-25]"
"ENSDARG00000115457","ENSDARG00000115457","zp3.2","protein_coding",574007,"zona pellucida glycoprotein 3, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-050626-121]"
"ENSDARG00000115473","ENSDARG00000115473","pimr160","protein_coding",NA,"Pim proto-oncogene, serine/threonine kinase, related 160 [Source:ZFIN;Acc:ZDB-GENE-120214-10]"
"ENSDARG00000115482","ENSDARG00000115482","BX322622.1","protein_coding",NA,"NULL"
"ENSDARG00000115489","ENSDARG00000115489","klhl10b.1","protein_coding",560378,"kelch-like family member 10b, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-131015-2]"
"ENSDARG00000115492","ENSDARG00000115492","BX511028.1","protein_coding",NA,"NULL"
"ENSDARG00000115501","ENSDARG00000115501","shisa6","protein_coding",796884,"shisa family member 6 [Source:NCBI gene;Acc:796884]"
"ENSDARG00000115503","ENSDARG00000115503","BX004976.1","protein_coding",NA,"NULL"
"ENSDARG00000115504","ENSDARG00000115504","CABZ01080056.1","protein_coding",NA,"NULL"
"ENSDARG00000115505","ENSDARG00000115505","CABZ01065034.1","protein_coding",101884072,"mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B [Source:NCBI gene;Acc:101884072]"
"ENSDARG00000115506","ENSDARG00000115506","si:dkey-122c11.8","protein_coding",c(108183696, 100001242),"si:dkey-122c11.8 [Source:ZFIN;Acc:ZDB-GENE-110913-23]"
"ENSDARG00000115511","ENSDARG00000115511","CU468041.2","protein_coding",100331974,"uncharacterized LOC100331974 [Source:NCBI gene;Acc:100331974]"
"ENSDARG00000115516","ENSDARG00000115516","CR847973.1","protein_coding",NA,"NULL"
"ENSDARG00000115518","ENSDARG00000115518","CR293501.2","protein_coding",NA,"NULL"
"ENSDARG00000115519","ENSDARG00000115519","pimr6","protein_coding",NA,"Pim proto-oncogene, serine/threonine kinase, related 6 [Source:ZFIN;Acc:ZDB-GENE-131125-84]"
"ENSDARG00000115524","ENSDARG00000115524","znf1118","protein_coding",NA,"zinc finger protein 1118 [Source:ZFIN;Acc:ZDB-GENE-131125-21]"
"ENSDARG00000115525","ENSDARG00000115525","AL929520.3","protein_coding",NA,"NULL"
"ENSDARG00000115528","ENSDARG00000115528","FO082780.1","protein_coding",NA,"NULL"
"ENSDARG00000115540","ENSDARG00000115540","cacng4a","protein_coding",797554,"calcium channel, voltage-dependent, gamma subunit 4a [Source:ZFIN;Acc:ZDB-GENE-120215-100]"
"ENSDARG00000115543","ENSDARG00000115543","CT030048.1","protein_coding",NA,"NULL"
"ENSDARG00000115545","ENSDARG00000115545","clec19a","protein_coding",570145,"C-type lectin domain containing 19A [Source:ZFIN;Acc:ZDB-GENE-080917-46]"
"ENSDARG00000115547","ENSDARG00000115547","CABZ01026681.1","protein_coding",NA,"NULL"
"ENSDARG00000115549","ENSDARG00000115549","CR376848.1","protein_coding",797436,"neutral cholesterol ester hydrolase 1-like [Source:NCBI gene;Acc:797436]"
"ENSDARG00000115550","ENSDARG00000115550","FP015862.4","protein_coding",NA,"NULL"
"ENSDARG00000115552","ENSDARG00000115552","CABZ01117752.1","protein_coding",NA,"NULL"
"ENSDARG00000115555","ENSDARG00000115555","BX323459.2","protein_coding",NA,"NULL"
"ENSDARG00000115557","ENSDARG00000115557","cox7b","protein_coding",563476,"cytochrome c oxidase subunit 7B [Source:ZFIN;Acc:ZDB-GENE-030131-6602]"
"ENSDARG00000115564","ENSDARG00000115564","si:ch211-271g18.4","protein_coding",NA,"si:ch211-271g18.4 [Source:ZFIN;Acc:ZDB-GENE-110914-58]"
"ENSDARG00000115571","ENSDARG00000115571","si:dkey-235d18.6","protein_coding",101885094,"si:dkey-235d18.6 [Source:ZFIN;Acc:ZDB-GENE-041014-226]"
"ENSDARG00000115573","ENSDARG00000115573","CR759836.1","protein_coding",101885757,"5-hydroxytryptamine receptor 3A-like [Source:NCBI gene;Acc:101885757]"
"ENSDARG00000115582","ENSDARG00000115582","AL928685.4","protein_coding",NA,"NULL"
"ENSDARG00000115588","ENSDARG00000115588","si:dkeyp-82b4.3","protein_coding",NA,"si:dkeyp-82b4.3 [Source:ZFIN;Acc:ZDB-GENE-110913-166]"
"ENSDARG00000115593","ENSDARG00000115593","CR847895.1","protein_coding",NA,"NULL"
"ENSDARG00000115603","ENSDARG00000115603","cacna1db","protein_coding",NA,"calcium channel, voltage-dependent, L type, alpha 1D subunit, b [Source:ZFIN;Acc:ZDB-GENE-040525-3]"
"ENSDARG00000115608","ENSDARG00000115608","BX649608.2","protein_coding",101883865,"claudin-1-like [Source:NCBI gene;Acc:101883865]"
"ENSDARG00000115610","ENSDARG00000115610","ccl25a","protein_coding",100333914,"chemokine (C-C motif) ligand 25a [Source:ZFIN;Acc:ZDB-GENE-110222-1]"
"ENSDARG00000115613","ENSDARG00000115613","CU468826.3","protein_coding",100331497,"U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 1-like [Source:NCBI gene;Acc:100331497]"
"ENSDARG00000115616","ENSDARG00000115616","CR392335.1","protein_coding",NA,"NULL"
"ENSDARG00000115627","ENSDARG00000115627","BX324110.1","protein_coding",NA,"NULL"
"ENSDARG00000115633","ENSDARG00000115633","si:dkey-83f18.3","protein_coding",100002910,"si:dkey-83f18.3 [Source:ZFIN;Acc:ZDB-GENE-070705-502]"
"ENSDARG00000115636","ENSDARG00000115636","CT030160.1","protein_coding",NA,"NULL"
"ENSDARG00000115642","ENSDARG00000115642","BX511259.2","protein_coding",NA,"NULL"
"ENSDARG00000115644","ENSDARG00000115644","HIST2H3C (1 of many)","protein_coding",573997,"histone cluster 2 H3 family member c [Source:HGNC Symbol;Acc:HGNC:20503]"
"ENSDARG00000115646","ENSDARG00000115646","CR846082.1","protein_coding",NA,"NULL"
